airline_name,airline_code,airport_name,city,country,iata_code,flight_number,origin_city,destination_city,departure,arrival,base_price,total_seats,available_seats,duration_mins
CloudJet,CJ,Pune International,Pune,India,PUN,CJ270,Pune,Kolkata,2024-06-25 13:45:00,2024-06-25 16:15:00,5839,170,126,150
TransIndia,TI,Chhatrapati Shivaji International,Mumbai,India,BOM,TI271,Mumbai,New Delhi,2024-08-17 10:30:00,2024-08-17 13:30:00,5150,170,158,180
CloudJet,CJ,Pune International,Pune,India,PUN,CJ272,Pune,Mumbai,2024-08-01 08:00:00,2024-08-01 10:45:00,6146,150,139,165
SkyWays,SW,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,SW273,Kolkata,Mumbai,2024-04-23 08:00:00,2024-04-23 09:15:00,3866,150,131,75
SkyWays,SW,Cochin International,Kochi,India,COK,SW274,Kochi,New Delhi,2025-01-14 08:15:00,2025-01-14 09:15:00,5946,150,123,60
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ275,Mumbai,Pune,2024-08-14 11:30:00,2024-08-14 12:30:00,6013,200,187,60
SkyWays,SW,Rajiv Gandhi International,Hyderabad,India,HYD,SW276,Hyderabad,Ahmedabad,2024-09-18 15:30:00,2024-09-18 17:45:00,2872,170,115,135
CloudJet,CJ,Goa International,Goa,India,GOI,CJ277,Goa,Pune,2024-07-26 06:45:00,2024-07-26 09:30:00,3203,200,178,165
FastAir,FA,Indira Gandhi International,New Delhi,India,DEL,FA278,New Delhi,Mumbai,2024-09-30 08:00:00,2024-09-30 10:15:00,6886,150,121,135
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ279,Bangalore,Kolkata,2024-10-30 09:30:00,2024-10-30 12:00:00,3742,150,104,150
FastAir,FA,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,FA280,Ahmedabad,Hyderabad,2024-12-31 18:30:00,2024-12-31 19:30:00,6195,160,122,60
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ281,Mumbai,Kolkata,2024-05-19 06:15:00,2024-05-19 08:45:00,3724,180,128,150
AeroExpress,AE,Indira Gandhi International,New Delhi,India,DEL,AE282,New Delhi,Bangalore,2024-04-06 20:45:00,2024-04-06 22:45:00,4405,190,148,120
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ283,New Delhi,Hyderabad,2025-01-11 18:30:00,2025-01-11 19:30:00,3303,180,147,60
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ284,Bangalore,Kochi,2024-12-13 12:15:00,2024-12-13 14:15:00,5565,170,125,120
TransIndia,TI,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,TI285,Ahmedabad,Chennai,2024-02-23 15:30:00,2024-02-23 16:30:00,4917,180,152,60
TransIndia,TI,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,TI286,Ahmedabad,Mumbai,2025-01-05 10:00:00,2025-01-05 11:00:00,5751,190,143,60
SkyWays,SW,Rajiv Gandhi International,Hyderabad,India,HYD,SW287,Hyderabad,Mumbai,2024-09-22 14:15:00,2024-09-22 16:00:00,5348,150,134,105
FastAir,FA,Cochin International,Kochi,India,COK,FA288,Kochi,Ahmedabad,2024-07-16 18:00:00,2024-07-16 19:15:00,2368,180,131,75
SkyWays,SW,Chennai International,Chennai,India,MAA,SW289,Chennai,Kochi,2024-10-15 15:30:00,2024-10-15 18:30:00,2129,170,152,180
SkyWays,SW,Rajiv Gandhi International,Hyderabad,India,HYD,SW290,Hyderabad,Mumbai,2025-01-16 05:45:00,2025-01-16 07:00:00,6755,190,131,75
TransIndia,TI,Chhatrapati Shivaji International,Mumbai,India,BOM,TI291,Mumbai,Bangalore,2024-10-08 17:30:00,2024-10-08 18:30:00,5221,200,164,60
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA292,Mumbai,Kochi,2024-10-15 13:30:00,2024-10-15 16:30:00,5324,180,154,180
FastAir,FA,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,FA293,Kolkata,Mumbai,2024-10-01 05:30:00,2024-10-01 08:30:00,2176,150,144,180
AeroExpress,AE,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,AE294,Ahmedabad,Goa,2024-05-23 15:30:00,2024-05-23 17:00:00,3103,170,136,90
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ295,Bangalore,Chennai,2024-01-13 18:00:00,2024-01-13 20:30:00,4576,150,123,150
AeroExpress,AE,Chennai International,Chennai,India,MAA,AE296,Chennai,Ahmedabad,2024-09-20 08:30:00,2024-09-20 10:30:00,4129,180,148,120
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA297,Mumbai,New Delhi,2024-11-08 10:15:00,2024-11-08 12:00:00,2190,170,145,105
TransIndia,TI,Goa International,Goa,India,GOI,TI298,Goa,Kolkata,2024-08-26 06:15:00,2024-08-26 09:15:00,4700,160,140,180
CloudJet,CJ,Cochin International,Kochi,India,COK,CJ299,Kochi,Mumbai,2024-01-30 16:15:00,2024-01-30 18:45:00,3735,200,175,150
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ300,Bangalore,Goa,2024-05-17 17:30:00,2024-05-17 20:30:00,4038,180,167,180
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ301,Mumbai,Chennai,2024-08-13 11:00:00,2024-08-13 12:00:00,4103,190,155,60
FastAir,FA,Pune International,Pune,India,PUN,FA302,Pune,Hyderabad,2024-12-15 05:45:00,2024-12-15 07:00:00,2018,160,111,75
AeroExpress,AE,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,AE303,Ahmedabad,Chennai,2024-12-24 11:00:00,2024-12-24 12:45:00,4312,190,132,105
AeroExpress,AE,Kempegowda International,Bangalore,India,BLR,AE304,Bangalore,New Delhi,2024-11-03 08:45:00,2024-11-03 11:45:00,2636,190,149,180
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ305,Bangalore,Mumbai,2024-05-29 16:45:00,2024-05-29 18:45:00,6933,180,135,120
FastAir,FA,Cochin International,Kochi,India,COK,FA306,Kochi,Ahmedabad,2024-11-25 10:15:00,2024-11-25 13:15:00,3309,160,102,180
SkyWays,SW,Goa International,Goa,India,GOI,SW307,Goa,Kochi,2024-10-28 09:00:00,2024-10-28 10:00:00,5197,160,116,60
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ308,Mumbai,Hyderabad,2024-11-09 15:00:00,2024-11-09 17:45:00,6769,150,145,165
CloudJet,CJ,Chennai International,Chennai,India,MAA,CJ309,Chennai,Kochi,2024-12-17 18:30:00,2024-12-17 20:30:00,6658,180,127,120
TransIndia,TI,Kempegowda International,Bangalore,India,BLR,TI310,Bangalore,Kolkata,2024-06-10 19:45:00,2024-06-10 22:45:00,6102,200,158,180
TransIndia,TI,Goa International,Goa,India,GOI,TI311,Goa,Kochi,2024-05-05 05:00:00,2024-05-05 07:00:00,5655,200,176,120
SkyWays,SW,Chennai International,Chennai,India,MAA,SW312,Chennai,Kolkata,2024-10-27 16:30:00,2024-10-27 19:30:00,3813,190,158,180
AeroExpress,AE,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,AE313,Ahmedabad,Pune,2024-03-19 16:30:00,2024-03-19 17:45:00,3287,200,148,75
FastAir,FA,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,FA314,Kolkata,Pune,2024-07-24 07:30:00,2024-07-24 10:30:00,4699,180,150,180
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ315,Ahmedabad,Goa,2024-10-29 12:15:00,2024-10-29 14:15:00,2241,160,120,120
TransIndia,TI,Rajiv Gandhi International,Hyderabad,India,HYD,TI316,Hyderabad,Kochi,2024-12-20 07:15:00,2024-12-20 08:45:00,2452,170,164,90
TransIndia,TI,Cochin International,Kochi,India,COK,TI317,Kochi,Hyderabad,2024-09-13 14:00:00,2024-09-13 15:00:00,4456,180,170,60
SkyWays,SW,Rajiv Gandhi International,Hyderabad,India,HYD,SW318,Hyderabad,Kolkata,2024-04-08 15:30:00,2024-04-08 17:00:00,2071,150,92,90
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ319,Bangalore,Ahmedabad,2024-03-15 15:30:00,2024-03-15 17:15:00,3413,180,126,105
SkyWays,SW,Chhatrapati Shivaji International,Mumbai,India,BOM,SW320,Mumbai,New Delhi,2024-08-18 06:15:00,2024-08-18 08:30:00,2449,200,184,135
CloudJet,CJ,Pune International,Pune,India,PUN,CJ321,Pune,New Delhi,2024-05-30 13:00:00,2024-05-30 14:45:00,4716,200,159,105
SkyWays,SW,Indira Gandhi International,New Delhi,India,DEL,SW322,New Delhi,Hyderabad,2024-04-24 14:00:00,2024-04-24 15:00:00,3580,200,150,60
CloudJet,CJ,Chennai International,Chennai,India,MAA,CJ323,Chennai,Bangalore,2024-09-22 18:30:00,2024-09-22 21:15:00,3182,160,121,165
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ324,Mumbai,Kolkata,2024-11-14 12:45:00,2024-11-14 15:30:00,3946,190,160,165
FastAir,FA,Indira Gandhi International,New Delhi,India,DEL,FA325,New Delhi,Mumbai,2024-09-04 08:30:00,2024-09-04 11:30:00,6210,160,138,180
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ326,Ahmedabad,Kochi,2024-08-26 08:15:00,2024-08-26 10:45:00,3798,160,129,150
SkyWays,SW,Pune International,Pune,India,PUN,SW327,Pune,New Delhi,2024-11-03 16:30:00,2024-11-03 19:30:00,2779,160,160,180
CloudJet,CJ,Rajiv Gandhi International,Hyderabad,India,HYD,CJ328,Hyderabad,Goa,2024-12-22 17:00:00,2024-12-22 18:45:00,4014,170,129,105
SkyWays,SW,Pune International,Pune,India,PUN,SW329,Pune,Ahmedabad,2024-03-06 19:45:00,2024-03-06 21:00:00,4211,150,120,75
AeroExpress,AE,Chhatrapati Shivaji International,Mumbai,India,BOM,AE330,Mumbai,Bangalore,2024-07-15 20:30:00,2024-07-15 23:00:00,3839,200,162,150
SkyWays,SW,Goa International,Goa,India,GOI,SW331,Goa,Kolkata,2024-05-17 16:30:00,2024-05-17 18:15:00,6196,150,103,105
TransIndia,TI,Rajiv Gandhi International,Hyderabad,India,HYD,TI332,Hyderabad,Goa,2024-09-21 12:30:00,2024-09-21 14:00:00,3309,160,147,90
FastAir,FA,Kempegowda International,Bangalore,India,BLR,FA333,Bangalore,Kolkata,2024-05-30 10:00:00,2024-05-30 12:45:00,6644,180,177,165
FastAir,FA,Cochin International,Kochi,India,COK,FA334,Kochi,Mumbai,2024-04-01 06:00:00,2024-04-01 07:00:00,6962,150,122,60
FastAir,FA,Goa International,Goa,India,GOI,FA335,Goa,Chennai,2024-07-12 18:00:00,2024-07-12 19:45:00,5688,170,156,105
AeroExpress,AE,Rajiv Gandhi International,Hyderabad,India,HYD,AE336,Hyderabad,New Delhi,2025-01-01 14:15:00,2025-01-01 16:15:00,5648,170,163,120
CloudJet,CJ,Goa International,Goa,India,GOI,CJ337,Goa,Mumbai,2025-01-09 20:45:00,2025-01-09 22:30:00,4152,180,150,105
SkyWays,SW,Goa International,Goa,India,GOI,SW338,Goa,Ahmedabad,2024-05-26 12:15:00,2024-05-26 14:00:00,6164,150,125,105
AeroExpress,AE,Kempegowda International,Bangalore,India,BLR,AE339,Bangalore,Kolkata,2024-01-18 10:45:00,2024-01-18 12:45:00,3651,150,117,120
AeroExpress,AE,Rajiv Gandhi International,Hyderabad,India,HYD,AE340,Hyderabad,Pune,2024-07-22 10:00:00,2024-07-22 11:45:00,3987,150,107,105
FastAir,FA,Chennai International,Chennai,India,MAA,FA341,Chennai,Goa,2024-06-15 12:45:00,2024-06-15 15:45:00,5047,170,159,180
SkyWays,SW,Chennai International,Chennai,India,MAA,SW342,Chennai,Kochi,2024-08-25 16:15:00,2024-08-25 18:00:00,2913,150,114,105
AeroExpress,AE,Chennai International,Chennai,India,MAA,AE343,Chennai,Kochi,2025-01-08 14:15:00,2025-01-08 15:45:00,3828,150,144,90
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ344,New Delhi,Hyderabad,2024-12-03 13:45:00,2024-12-03 16:30:00,2552,200,199,165
CloudJet,CJ,Rajiv Gandhi International,Hyderabad,India,HYD,CJ345,Hyderabad,Mumbai,2025-01-11 08:00:00,2025-01-11 11:00:00,2255,170,125,180
SkyWays,SW,Kempegowda International,Bangalore,India,BLR,SW346,Bangalore,Kochi,2024-04-25 10:45:00,2024-04-25 12:15:00,4079,170,131,90
SkyWays,SW,Rajiv Gandhi International,Hyderabad,India,HYD,SW347,Hyderabad,Ahmedabad,2024-10-29 19:45:00,2024-10-29 22:00:00,6422,200,198,135
AeroExpress,AE,Rajiv Gandhi International,Hyderabad,India,HYD,AE348,Hyderabad,Chennai,2024-09-29 11:15:00,2024-09-29 13:45:00,4713,180,138,150
TransIndia,TI,Pune International,Pune,India,PUN,TI349,Pune,Ahmedabad,2024-10-17 11:30:00,2024-10-17 13:15:00,6760,160,125,105
SkyWays,SW,Kempegowda International,Bangalore,India,BLR,SW350,Bangalore,Chennai,2024-02-19 15:15:00,2024-02-19 18:15:00,4891,180,129,180
FastAir,FA,Pune International,Pune,India,PUN,FA351,Pune,Goa,2024-09-24 13:45:00,2024-09-24 16:30:00,4816,190,144,165
AeroExpress,AE,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,AE352,Kolkata,Chennai,2024-03-19 15:15:00,2024-03-19 18:15:00,5821,150,117,180
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ353,Ahmedabad,Hyderabad,2024-03-11 17:30:00,2024-03-11 20:30:00,4032,200,195,180
AeroExpress,AE,Indira Gandhi International,New Delhi,India,DEL,AE354,New Delhi,Pune,2024-07-13 10:00:00,2024-07-13 11:45:00,2230,170,119,105
TransIndia,TI,Chhatrapati Shivaji International,Mumbai,India,BOM,TI355,Mumbai,Ahmedabad,2024-12-13 12:45:00,2024-12-13 15:00:00,2728,180,139,135
FastAir,FA,Indira Gandhi International,New Delhi,India,DEL,FA356,New Delhi,Pune,2024-12-20 14:00:00,2024-12-20 16:30:00,5254,170,143,150
CloudJet,CJ,Pune International,Pune,India,PUN,CJ357,Pune,Mumbai,2024-04-08 15:30:00,2024-04-08 18:30:00,4358,180,153,180
FastAir,FA,Kempegowda International,Bangalore,India,BLR,FA358,Bangalore,Ahmedabad,2025-01-29 12:45:00,2025-01-29 15:15:00,3924,170,111,150
CloudJet,CJ,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,CJ359,Kolkata,Hyderabad,2024-06-06 10:30:00,2024-06-06 13:00:00,2464,170,119,150
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA360,Mumbai,Pune,2025-01-23 19:15:00,2025-01-23 20:45:00,6635,180,162,90
FastAir,FA,Cochin International,Kochi,India,COK,FA361,Kochi,Pune,2024-09-24 07:30:00,2024-09-24 08:45:00,6638,180,158,75
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ362,Ahmedabad,Kolkata,2024-09-02 13:15:00,2024-09-02 16:15:00,4284,190,130,180
TransIndia,TI,Chhatrapati Shivaji International,Mumbai,India,BOM,TI363,Mumbai,Bangalore,2024-03-24 19:45:00,2024-03-24 21:45:00,3410,160,117,120
FastAir,FA,Indira Gandhi International,New Delhi,India,DEL,FA364,New Delhi,Kochi,2024-01-26 17:30:00,2024-01-26 19:45:00,5226,160,115,135
CloudJet,CJ,Rajiv Gandhi International,Hyderabad,India,HYD,CJ365,Hyderabad,Kochi,2024-08-22 15:30:00,2024-08-22 16:45:00,6824,170,133,75
TransIndia,TI,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,TI366,Kolkata,Goa,2024-04-21 12:45:00,2024-04-21 14:30:00,5084,150,150,105
AeroExpress,AE,Goa International,Goa,India,GOI,AE367,Goa,Bangalore,2024-05-05 18:15:00,2024-05-05 20:15:00,6198,190,148,120
FastAir,FA,Goa International,Goa,India,GOI,FA368,Goa,Kolkata,2024-04-26 18:45:00,2024-04-26 21:30:00,4551,160,126,165
TransIndia,TI,Kempegowda International,Bangalore,India,BLR,TI369,Bangalore,Ahmedabad,2024-08-26 07:00:00,2024-08-26 09:15:00,2365,180,127,135
SkyWays,SW,Indira Gandhi International,New Delhi,India,DEL,SW370,New Delhi,Hyderabad,2024-02-17 18:30:00,2024-02-17 21:15:00,3957,150,145,165
FastAir,FA,Rajiv Gandhi International,Hyderabad,India,HYD,FA371,Hyderabad,Bangalore,2024-06-16 16:30:00,2024-06-16 18:15:00,3481,170,167,105
SkyWays,SW,Goa International,Goa,India,GOI,SW372,Goa,Chennai,2024-10-25 18:15:00,2024-10-25 20:00:00,5112,170,159,105
AeroExpress,AE,Pune International,Pune,India,PUN,AE373,Pune,Bangalore,2025-01-08 20:15:00,2025-01-08 21:45:00,3883,180,148,90
CloudJet,CJ,Pune International,Pune,India,PUN,CJ374,Pune,Chennai,2024-02-02 12:00:00,2024-02-02 14:15:00,6030,180,168,135
CloudJet,CJ,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,CJ375,Kolkata,Ahmedabad,2024-03-11 13:15:00,2024-03-11 14:30:00,5058,200,151,75
SkyWays,SW,Chennai International,Chennai,India,MAA,SW376,Chennai,Hyderabad,2024-01-17 12:00:00,2024-01-17 14:15:00,4614,190,162,135
FastAir,FA,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,FA377,Ahmedabad,New Delhi,2024-03-31 05:45:00,2024-03-31 07:30:00,2199,190,169,105
CloudJet,CJ,Goa International,Goa,India,GOI,CJ378,Goa,New Delhi,2024-02-11 07:00:00,2024-02-11 10:00:00,3089,180,137,180
AeroExpress,AE,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,AE379,Ahmedabad,New Delhi,2024-08-28 13:15:00,2024-08-28 15:00:00,5420,170,115,105
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ380,New Delhi,Kolkata,2024-07-30 10:15:00,2024-07-30 11:45:00,6607,190,150,90
CloudJet,CJ,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,CJ381,Kolkata,Pune,2024-05-24 17:45:00,2024-05-24 18:45:00,2374,150,99,60
TransIndia,TI,Cochin International,Kochi,India,COK,TI382,Kochi,Chennai,2024-07-09 09:15:00,2024-07-09 10:45:00,3195,190,160,90
CloudJet,CJ,Goa International,Goa,India,GOI,CJ383,Goa,New Delhi,2024-07-29 08:00:00,2024-07-29 10:45:00,4669,200,144,165
SkyWays,SW,Indira Gandhi International,New Delhi,India,DEL,SW384,New Delhi,Pune,2025-01-18 19:00:00,2025-01-18 21:30:00,5546,170,143,150
AeroExpress,AE,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,AE385,Ahmedabad,Goa,2024-04-02 20:00:00,2024-04-02 22:45:00,2231,150,105,165
SkyWays,SW,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,SW386,Ahmedabad,Bangalore,2024-09-03 14:00:00,2024-09-03 16:45:00,4065,200,154,165
FastAir,FA,Kempegowda International,Bangalore,India,BLR,FA387,Bangalore,Pune,2024-03-16 18:45:00,2024-03-16 19:45:00,4772,160,160,60
TransIndia,TI,Pune International,Pune,India,PUN,TI388,Pune,Mumbai,2024-02-16 13:15:00,2024-02-16 14:45:00,2050,180,131,90
TransIndia,TI,Indira Gandhi International,New Delhi,India,DEL,TI389,New Delhi,Chennai,2024-11-22 14:00:00,2024-11-22 16:45:00,5632,200,148,165
TransIndia,TI,Indira Gandhi International,New Delhi,India,DEL,TI390,New Delhi,Bangalore,2024-02-12 14:15:00,2024-02-12 17:00:00,6669,170,162,165
SkyWays,SW,Indira Gandhi International,New Delhi,India,DEL,SW391,New Delhi,Kolkata,2025-01-27 18:30:00,2025-01-27 21:30:00,4377,160,103,180
CloudJet,CJ,Cochin International,Kochi,India,COK,CJ392,Kochi,Chennai,2024-09-30 15:00:00,2024-09-30 16:45:00,6082,160,120,105
SkyWays,SW,Cochin International,Kochi,India,COK,SW393,Kochi,Pune,2024-04-30 20:00:00,2024-04-30 22:00:00,3780,200,182,120
FastAir,FA,Rajiv Gandhi International,Hyderabad,India,HYD,FA394,Hyderabad,Goa,2025-01-08 15:15:00,2025-01-08 16:30:00,3167,150,118,75
TransIndia,TI,Chhatrapati Shivaji International,Mumbai,India,BOM,TI395,Mumbai,Goa,2024-12-27 13:45:00,2024-12-27 16:45:00,4139,150,100,180
SkyWays,SW,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,SW396,Kolkata,Hyderabad,2024-01-09 16:00:00,2024-01-09 18:00:00,6449,170,120,120
SkyWays,SW,Goa International,Goa,India,GOI,SW397,Goa,Kolkata,2024-10-02 20:45:00,2024-10-02 23:15:00,4984,150,110,150
TransIndia,TI,Kempegowda International,Bangalore,India,BLR,TI398,Bangalore,Pune,2024-07-06 10:00:00,2024-07-06 11:15:00,5321,170,144,75
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ399,New Delhi,Pune,2024-03-07 19:30:00,2024-03-07 21:45:00,6246,180,144,135
AeroExpress,AE,Kempegowda International,Bangalore,India,BLR,AE400,Bangalore,Hyderabad,2024-04-18 06:30:00,2024-04-18 07:45:00,6205,200,149,75
AeroExpress,AE,Indira Gandhi International,New Delhi,India,DEL,AE401,New Delhi,Chennai,2024-12-18 06:00:00,2024-12-18 08:00:00,3832,190,182,120
FastAir,FA,Goa International,Goa,India,GOI,FA402,Goa,Ahmedabad,2024-01-28 13:45:00,2024-01-28 15:30:00,4157,190,134,105
CloudJet,CJ,Cochin International,Kochi,India,COK,CJ403,Kochi,Hyderabad,2024-12-19 06:00:00,2024-12-19 07:30:00,2323,180,129,90
TransIndia,TI,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,TI404,Kolkata,Pune,2024-08-04 18:15:00,2024-08-04 20:15:00,5449,190,186,120
FastAir,FA,Pune International,Pune,India,PUN,FA405,Pune,Kochi,2024-04-16 15:15:00,2024-04-16 17:00:00,2551,170,125,105
FastAir,FA,Kempegowda International,Bangalore,India,BLR,FA406,Bangalore,Pune,2024-03-14 09:45:00,2024-03-14 11:45:00,5285,190,137,120
FastAir,FA,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,FA407,Kolkata,Mumbai,2024-02-27 14:45:00,2024-02-27 16:00:00,3002,180,162,75
FastAir,FA,Chennai International,Chennai,India,MAA,FA408,Chennai,Bangalore,2024-05-05 18:30:00,2024-05-05 19:30:00,6696,180,174,60
FastAir,FA,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,FA409,Kolkata,Pune,2024-06-10 12:30:00,2024-06-10 15:15:00,5134,180,127,165
FastAir,FA,Indira Gandhi International,New Delhi,India,DEL,FA410,New Delhi,Mumbai,2024-11-29 20:30:00,2024-11-29 22:45:00,3671,170,153,135
TransIndia,TI,Chennai International,Chennai,India,MAA,TI411,Chennai,Kochi,2024-05-04 05:15:00,2024-05-04 06:15:00,6263,190,176,60
TransIndia,TI,Indira Gandhi International,New Delhi,India,DEL,TI412,New Delhi,Kochi,2024-01-30 18:45:00,2024-01-30 21:15:00,5821,190,147,150
CloudJet,CJ,Pune International,Pune,India,PUN,CJ413,Pune,Goa,2024-07-10 07:30:00,2024-07-10 10:15:00,6071,190,130,165
SkyWays,SW,Rajiv Gandhi International,Hyderabad,India,HYD,SW414,Hyderabad,Kochi,2024-04-20 17:30:00,2024-04-20 18:45:00,4105,180,139,75
FastAir,FA,Indira Gandhi International,New Delhi,India,DEL,FA415,New Delhi,Kolkata,2024-03-28 07:30:00,2024-03-28 09:15:00,2633,200,140,105
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ416,New Delhi,Goa,2025-01-27 19:15:00,2025-01-27 21:00:00,3130,190,156,105
FastAir,FA,Kempegowda International,Bangalore,India,BLR,FA417,Bangalore,New Delhi,2024-01-30 18:45:00,2024-01-30 20:15:00,2977,180,177,90
CloudJet,CJ,Pune International,Pune,India,PUN,CJ418,Pune,Mumbai,2025-01-24 05:30:00,2025-01-24 08:00:00,5579,200,200,150
AeroExpress,AE,Kempegowda International,Bangalore,India,BLR,AE419,Bangalore,Hyderabad,2024-01-10 06:45:00,2024-01-10 09:15:00,5221,160,156,150
AeroExpress,AE,Goa International,Goa,India,GOI,AE420,Goa,Hyderabad,2024-03-28 06:45:00,2024-03-28 09:15:00,5650,170,149,150
FastAir,FA,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,FA421,Kolkata,Pune,2024-06-19 07:45:00,2024-06-19 10:15:00,6113,180,154,150
AeroExpress,AE,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,AE422,Kolkata,New Delhi,2024-09-05 18:15:00,2024-09-05 20:00:00,6544,180,158,105
CloudJet,CJ,Chennai International,Chennai,India,MAA,CJ423,Chennai,Bangalore,2024-06-16 19:30:00,2024-06-16 20:30:00,3966,170,126,60
AeroExpress,AE,Indira Gandhi International,New Delhi,India,DEL,AE424,New Delhi,Kolkata,2025-01-16 19:30:00,2025-01-16 22:00:00,4002,160,155,150
SkyWays,SW,Goa International,Goa,India,GOI,SW425,Goa,Bangalore,2024-03-18 14:15:00,2024-03-18 15:15:00,3932,190,170,60
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ426,Mumbai,Pune,2024-07-06 18:45:00,2024-07-06 21:00:00,6755,170,142,135
AeroExpress,AE,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,AE427,Kolkata,Hyderabad,2025-01-30 17:45:00,2025-01-30 20:15:00,6457,150,144,150
TransIndia,TI,Rajiv Gandhi International,Hyderabad,India,HYD,TI428,Hyderabad,Kochi,2024-11-01 06:30:00,2024-11-01 08:45:00,6717,160,105,135
FastAir,FA,Kempegowda International,Bangalore,India,BLR,FA429,Bangalore,Goa,2024-01-13 16:45:00,2024-01-13 19:45:00,4880,180,174,180
AeroExpress,AE,Indira Gandhi International,New Delhi,India,DEL,AE430,New Delhi,Ahmedabad,2024-11-30 08:15:00,2024-11-30 10:00:00,2675,160,152,105
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ431,Ahmedabad,Pune,2024-05-24 11:45:00,2024-05-24 14:15:00,3767,200,167,150
SkyWays,SW,Goa International,Goa,India,GOI,SW432,Goa,Kochi,2024-07-28 10:00:00,2024-07-28 12:00:00,3541,170,169,120
AeroExpress,AE,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,AE433,Kolkata,Pune,2024-10-05 12:00:00,2024-10-05 14:00:00,2531,200,187,120
SkyWays,SW,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,SW434,Ahmedabad,Bangalore,2024-12-08 18:15:00,2024-12-08 19:45:00,6963,190,163,90
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA435,Mumbai,Pune,2024-09-10 10:00:00,2024-09-10 11:00:00,6239,180,143,60
AeroExpress,AE,Chhatrapati Shivaji International,Mumbai,India,BOM,AE436,Mumbai,Ahmedabad,2024-02-04 15:30:00,2024-02-04 18:15:00,2451,180,124,165
TransIndia,TI,Pune International,Pune,India,PUN,TI437,Pune,Hyderabad,2024-06-20 10:15:00,2024-06-20 12:30:00,5089,150,101,135
SkyWays,SW,Cochin International,Kochi,India,COK,SW438,Kochi,Bangalore,2024-05-21 06:30:00,2024-05-21 08:15:00,4241,180,168,105
CloudJet,CJ,Goa International,Goa,India,GOI,CJ439,Goa,Ahmedabad,2024-08-07 13:30:00,2024-08-07 15:00:00,3647,150,137,90
